"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1995/06/03/world/conflict-balkans-washington-us-jet-mission-for-nato-shot-down-over-bosnia-serbs.html","R. Apple","1995-06-03","","1020","null","The New York Times","World","News","article","CONFLICT IN THE BALKANS: IN WASHINGTON;U.S. JET ON MISSION FOR NATO IS SHOT DOWN OVER BOSNIA; SERBS FREE SOME U.N. TROOPS -- White House Denounces Serbs; Aides Voice Fear for Pilot's Fate","CONFLICT IN THE BALKANS: IN WASHINGTON;U.S. JET ON MISSION FOR NATO IS SHOT DOWN OVER BOSNIA; SERBS FREE SOME U.N. TROOPS -- White House Denounces Serbs; Aides Voice Fear for Pilot's Fate"
"https://www.nytimes.com/1995/11/11/world/terms-of-muslim-croat-alliance-are-set-at-dayton-talks.html","Roger Cohen","1995-11-11","","858","null","The New York Times","World","News","article","Terms of Muslim-Croat Alliance Are Set at Dayton Talks","Terms of Muslim-Croat Alliance Are Set at Dayton Talks"
"https://www.nytimes.com/1995/10/26/world/on-quebec-border-fear-of-secession.html","Clyde Farnsworth","1995-10-26","","911","null","The New York Times","World","News","article","On Quebec Border, Fear of Secession","On Quebec Border, Fear of Secession"
"https://www.nytimes.com/1995/10/13/business/market-place-analysts-say-allmerica-financial-came-to-market-at-a-low-price.html","Michael Quint","1995-10-13","","691","null","The New York Times","Business Day","News","article","Market Place;Analysts say Allmerica Financial came to market at a low price.","Market Place;Analysts say Allmerica Financial came to market at a low price."
"https://www.nytimes.com/1995/12/19/world/us-is-cast-in-the-role-of-serbia-s-new-best-pal.html","Jane Perlez","1995-12-19","","692","null","The New York Times","World","News","article","U.S. Is Cast in the Role Of Serbia's New Best Pal","U.S. Is Cast in the Role Of Serbia's New Best Pal"
"https://www.nytimes.com/1995/11/28/business/airbus-competitor-for-the-boeing-767.html","null","1995-11-28","","173","null","The New York Times","Business Day","News","article","Airbus Competitor For the Boeing 767","Airbus Competitor For the Boeing 767"
"https://www.nytimes.com/1995/10/31/world/torn-hometown-resents-the-premier.html","Christopher Wren","1995-10-31","","883","null","The New York Times","World","News","article","Torn Hometown Resents the Premier","Torn Hometown Resents the Premier"
"https://www.nytimes.com/1995/11/29/world/british-and-irish-break-ulster-jam.html","Richard Stevenson","1995-11-29","","987","null","The New York Times","World","News","article","BRITISH AND IRISH BREAK ULSTER JAM","BRITISH AND IRISH BREAK ULSTER JAM"
"https://www.nytimes.com/1995/11/26/business/earning-it-michael-ovitz-the-5-million-option-man-at-walt-disney.html","null","1995-11-26","","771","null","The New York Times","Business Day","News","article","EARNING IT;Michael Ovitz: The 5 Million Option Man at Walt Disney","EARNING IT;Michael Ovitz: The 5 Million Option Man at Walt Disney"
"https://www.nytimes.com/1995/12/06/business/the-media-business-advertising-addenda-comedy-central-account-in-review.html","Stuart Elliott","1995-12-06","","131","null","The New York Times","Business Day","News","article","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA;Comedy Central Account in Review","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA;Comedy Central Account in Review"
"https://www.nytimes.com/1995/10/13/business/follow-the-leader.html","Allen Myerson","1995-10-13","","1635","null","The New York Times","Business Day","News","article","Follow the Leader","Follow the Leader"
"https://www.nytimes.com/1995/12/22/business/senate-puts-off-a-vote-on-veto-of-securities-bill.html","Neil Lewis","1995-12-22","","494","null","The New York Times","Business Day","News","article","Senate Puts Off A Vote on Veto Of Securities Bill","Senate Puts Off A Vote on Veto Of Securities Bill"
"https://www.nytimes.com/1995/11/08/business/market-place-a-chip-order-is-cut-result-technology-stocks-reel.html","Edward Wyatt","1995-11-08","","776","null","The New York Times","Business Day","News","article","Market Place;A Chip Order Is Cut. Result: Technology Stocks Reel.","Market Place;A Chip Order Is Cut. Result: Technology Stocks Reel."
"https://www.nytimes.com/1995/12/11/world/nobel-winner-urges-end-to-war-altogether.html","null","1995-12-11","","395","null","The New York Times","World","News","article","Nobel Winner Urges End to War 'Altogether'","Nobel Winner Urges End to War 'Altogether'"
"https://www.nytimes.com/1995/11/28/business/purchase-by-marriott-unit.html","Dow Jones","1995-11-28","","67","null","The New York Times","Business Day","News","article","Purchase by Marriott Unit","Purchase by Marriott Unit"
"https://www.nytimes.com/1995/12/20/world/for-french-solidarity-still-counts.html","null","1995-12-20","","1278","null","The New York Times","World","News","article","For French, Solidarity Still Counts","For French, Solidarity Still Counts"
"https://www.nytimes.com/1995/12/10/business/earning-it-in-this-buyback-the-stock-is-your-frequent-flier-mileage.html","Adam Bryant","1995-12-10","","767","null","The New York Times","Business Day","News","article","EARNING IT;In This Buyback, the Stock Is Your Frequent-Flier Mileage","EARNING IT;In This Buyback, the Stock Is Your Frequent-Flier Mileage"
"https://www.nytimes.com/1995/12/05/world/deadly-virus-spreads-from-horses-to-men-in-australia.html","Philip Shenon","1995-12-05","","828","null","The New York Times","World","News","article","Deadly Virus Spreads From Horses to Men in Australia","Deadly Virus Spreads From Horses to Men in Australia"
"https://www.nytimes.com/1995/11/21/business/media-business-advertising-tacos-ice-cream-for-christmas-more-companies-are.html","Stuart Elliott","1995-11-21","","661","null","The New York Times","Business Day","News","article","THE MEDIA BUSINESS: ADVERTISING;Tacos and ice cream for Christmas? More companies are sporting red and green.","THE MEDIA BUSINESS: ADVERTISING;Tacos and ice cream for Christmas? More companies are sporting red and green."
"https://www.nytimes.com/1995/12/19/business/former-publisher-to-bowne.html","Dow Jones","1995-12-19","","51","null","The New York Times","Business Day","News","article","Former Publisher to Bowne","Former Publisher to Bowne"
"https://www.nytimes.com/1995/11/01/business/dow-chemical-in-the-center-of-a-storm.html","Barry Meier","1995-11-01","","968","null","The New York Times","Business Day","News","article","Dow Chemical in the Center of a Storm","Dow Chemical in the Center of a Storm"
"https://www.nytimes.com/1995/10/25/business/market-place-investors-frown-but-snapple-distributors-see-a-new-age.html","Barnaby Feder","1995-10-25","","846","null","The New York Times","Business Day","News","article","Market Place;Investors frown, but Snapple distributors see a new age.","Market Place;Investors frown, but Snapple distributors see a new age."
"https://www.nytimes.com/1995/11/23/business/a-zapata-director-resigns-in-dispute.html","Bloomberg News","1995-11-23","","142","null","The New York Times","Business Day","News","article","A Zapata Director Resigns in Dispute","A Zapata Director Resigns in Dispute"
"https://www.nytimes.com/1995/11/24/business/international-business-british-water-utility-accepts-bid-from-france.html","null","1995-11-24","","297","null","The New York Times","Business Day","News","article","INTERNATIONAL BUSINESS;British Water Utility Accepts Bid From France","INTERNATIONAL BUSINESS;British Water Utility Accepts Bid From France"
"https://www.nytimes.com/1995/12/16/business/company-news-itt-will-split-into-three-companies-on-tuesday.html","null","1995-12-16","","121","null","The New York Times","Business Day","News","article","COMPANY NEWS;ITT WILL SPLIT INTO THREE COMPANIES ON TUESDAY","COMPANY NEWS;ITT WILL SPLIT INTO THREE COMPANIES ON TUESDAY"
"https://www.nytimes.com/1995/11/21/world/algerian-militants-now-ready-to-negotiate.html","null","1995-11-21","","982","null","The New York Times","World","News","article","Algerian Militants Now Ready to Negotiate","Algerian Militants Now Ready to Negotiate"
"https://www.nytimes.com/1995/12/02/world/world-news-briefs-apartheid-era-minister-is-linked-to-zulu-gangs.html","null","1995-12-02","","125","null","The New York Times","World","News","article","WORLD NEWS BRIEFS;Apartheid-Era Minister Is Linked to Zulu Gangs","WORLD NEWS BRIEFS;Apartheid-Era Minister Is Linked to Zulu Gangs"
"https://www.nytimes.com/1995/10/02/business/fight-for-rockefeller-center-joined-by-david-rockefeller.html","Stephanie Strom","1995-10-02","","721","null","The New York Times","Business Day","News","article","Fight for Rockefeller Center Joined by David Rockefeller","Fight for Rockefeller Center Joined by David Rockefeller"
"https://www.nytimes.com/1995/12/22/business/real-estate-lower-interest-rates-are-causing-another-surge-refinancings-home.html","Tracie Rozhon","1995-12-22","","731","null","The New York Times","Business Day","News","article","Real Estate;Lower interest rates are causing another surge in refinancings of home mortgages.","Real Estate;Lower interest rates are causing another surge in refinancings of home mortgages."
"https://www.nytimes.com/1995/10/17/business/shareholders-weigh-moves-against-archer.html","Bloomberg News","1995-10-17","","360","null","The New York Times","Business Day","News","article","Shareholders Weigh Moves Against Archer","Shareholders Weigh Moves Against Archer"
"https://www.nytimes.com/1995/12/22/world/un-panel-says-iraq-may-still-be-trying-to-produce-missiles.html","Barbara Crossette","1995-12-22","","533","null","The New York Times","World","News","article","U.N. Panel Says Iraq May Still Be Trying to Produce Missiles","U.N. Panel Says Iraq May Still Be Trying to Produce Missiles"
"https://www.nytimes.com/1995/10/17/business/market-place-coram-healthcare-surges-after-a-reprieve-from-its-creditors.html","Milt Freudenheim","1995-10-17","","651","null","The New York Times","Business Day","News","article","Market Place;Coram Healthcare surges after a reprieve from its creditors.","Market Place;Coram Healthcare surges after a reprieve from its creditors."
"https://www.nytimes.com/1995/06/01/business/kerkorian-bid-for-chrysler-is-ended-at-least-for-now.html","James Bennet","1995-06-01","","829","null","The New York Times","Business Day","News","article","Kerkorian Bid for Chrysler Is Ended, at Least for Now","Kerkorian Bid for Chrysler Is Ended, at Least for Now"
"https://www.nytimes.com/1995/10/23/world/the-un-at-50-clinton-us-freezes-assets-of-cartel-in-new-effort-against-drugs.html","Alison Mitchell","1995-10-23","","800","null","The New York Times","World","News","article","THE U.N. AT 50: CLINTON;U.S. Freezes Assets of Cartel In New Effort Against Drugs","THE U.N. AT 50: CLINTON;U.S. Freezes Assets of Cartel In New Effort Against Drugs"
"https://www.nytimes.com/1995/12/02/business/international-briefs-unilever-acquisition.html","null","1995-12-02","","71","null","The New York Times","Business Day","News","article","INTERNATIONAL BRIEFS;Unilever Acquisition","INTERNATIONAL BRIEFS;Unilever Acquisition"
