"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/2014/10/03/business/media/robert-iger-gets-2nd-contract-extension-at-disney.html","Brooks Barnes","2014-10-02","He will remain chief executive until June 2018, a reflection of the company’s success under his leadership.","736","null","The New York Times","Business Day","News","article","Bob Iger, on Success Streak, Gets 2nd Contract Extension at Disney","Robert Iger, on Success Streak, Gets 2nd Contract Extension at Disney"
"https://www.nytimes.com/2014/06/20/business/dov-charney-american-apparel-founder-ousted-amid-inquiry.html","Elizabeth Harris","2014-06-19","After years of negative press, the board of American Apparel ousted Mr. Charney as chairman and chief executive.","1163","null","The New York Times","Business Day","News","article","For Dov Charney of American Apparel, an Abrupt Fall From Grace","A Coup at American Apparel"
"https://www.nytimes.com/2014/02/18/business/media/accounts-and-people-of-note-in-the-advertising-industry.html","null","2014-02-18","Twenty-three products receive an award for innovation, and Vivek Shah of Ziff Davis is elected chairman of the Interactive Advertising Bureau.","1273","null","The New York Times","Business Day","News","article","Accounts and People of Note in the Advertising Industry","null"
"https://www.nytimes.com/2014/08/01/business/Target-hires-Brian-Cornell-as-next-chief-executive.html","Elizabeth Harris","2014-07-31","After a data breach and an expansion into Canada that has floundered, the retailer opted to hire Brian Cornell, an industry veteran, as its new chief.","831","null","The New York Times","Business Day","News","article","After a Series of Setbacks, Target Chooses an Outsider as C.E.O. for the First Time","After a Series of Setbacks, Target Chooses an Outsider as C.E.O. for the First Time"
"https://www.nytimes.com/2014/09/11/business/international/jean-claude-juncker-seeks-to-streamline-brussels-bureaucracy.html","James Kanter","2014-09-10","The incoming president of the European Union’s executive branch, in nominating a new cabinet of commissioners, aims to appease a disenchanted public.","1083","null","The New York Times","Business Day","News","article","Jean-Claude Juncker Seeks to Streamline Brussels Bureaucracy","Seeking to Streamline the Bureaucracy of Europe’s Executive Branch"
"https://www.nytimes.com/2014/12/23/world/africa/robert-mugabe-dismisses-more-officials-in-zimbabwe.html","Alan Cowell","2014-12-22","Amid fears of political turmoil gripping southern Africa, a separate political feud in neighboring Zambia was reported to have been resolved.","562","null","The New York Times","World","News","article","Robert Mugabe Dismisses More Government Officials in Zimbabwe","Zimbabwe: Mugabe Fires More Officials"
"https://www.nytimes.com/2014/11/19/business/media/executives-aggressive-push-to-revamp-today-prompts-his-dismissal.html","Bill Carter","2014-11-19","Jamie Horowitz was almost immediately at odds with the very managers at NBC News who hired him, according to one senior NBC executive.","856","null","The New York Times","Business Day","News","article","Executive’s Aggressive Push to Revamp ‘Today’ Prompts His Dismissal","Executive’s Aggressive Push to Revamp ‘Today’ Prompts His Dismissal"
"https://www.nytimes.com/2014/06/11/world/europe/le-pens-far-right-national-front-party-eyes-major-status-in-france-but-voters-are-still-deciding.html","Suzanne Daley","2014-06-10","Many voters in Bohain-en-Vermandois, a struggling community in the north of France, backed the far-right party in European Parliament elections, but few are ready to herald a switch.","1187","null","The New York Times","World","News","article","Turning to National Front, but Keeping a Distance","Turning to National Front, but Keeping a Distance"
"https://www.nytimes.com/2014/05/23/world/asia/south-korean-leader-dismisses-more-aides-after-ferry-disaster.html","Choe Sang-Hun","2014-05-22","President Park Geun-hye will replace the head of the intelligence agency and her top national security adviser as fallout continues from the ferry sinking.","434","null","The New York Times","World","News","article","South Korean Leader Dismisses More Aides After Ferry Disaster","South Korea: Top Officials Step Down"
"https://www.nytimes.com/2014/02/09/world/europe/as-rivals-vie-to-head-chess-federation-gambits-include-corruption-charges.html","Dylan McClain","2014-02-08","The intrigue revolves around corruption allegations by the two candidates for the federation’s presidency, Garry Kasparov, the former champion and Russian opposition figure, and Kirsan Ilyumzhinov, the incumbent president.","1423","null","The New York Times","World","News","article","Intrigue, Conspiracy, Alien Abduction: Politics of Chess Go Off the Board","Intrigue, Conspiracy, Alien Abduction: Politics of Chess Go Off the Board"
"https://www.nytimes.com/2014/11/28/business/economy/liberal-treasury-nominees-deal-making-prowess-could-be-a-liability-.html","Jonathan Weisman","2014-11-27","Senate confirmation of Antonio Weiss as an under secretary of the Treasury could be hindered by corporate mergers he was involved in as an executive at Lazard.","1289","null","The New York Times","Business Day","News","article","Liberal Treasury Nominee’s Wall St. Prowess May Be a Vulnerability","Liberal Treasury Nominee’s Wall St. ProwessMay Be a Vulnerability"
"https://www.nytimes.com/2014/12/25/business/takata-management-shake-up-as-founding-family-consolidates-power.html","Hiroko Tabuchi","2014-12-24","Shigehisa Takada, the chairman of the airbag manufacturer and a grandson of its founder, assumed the role of president from Stefan Stocker.","927","null","The New York Times","Business Day","News","article","At Takata, President Cedes Job to Chief","At Takata, President Cedes Job to Chief"
"https://www.nytimes.com/2014/05/12/business/media/accounts-and-people-of-note-in-the-advertising-industry.html","null","2014-05-12","Four movie industry directors and producers opened the production company Bullitt, and the chief of HBO will be given the Media Person of the Year award at Cannes.","947","null","The New York Times","Business Day","News","article","Accounts and People of Note in the Advertising Industry","null"
