"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/2007/12/10/business/worldbusiness/10iht-ubs.4.8676496.html","Mark Landler","2007-12-10","","1430","null","International Herald Tribune","Business Day","News","article","Subprime surprise: UBS writes down $10 billion","Subprime surprise: UBS writes down $10 billion"
"https://www.nytimes.com/2007/12/10/world/europe/10iht-10putin-web.8667255.html","Clifford Levy","2007-12-10","","329","null","International Herald Tribune","World","News","article","Putin names his preferred successor","Putin names his preferred successor"
"https://www.nytimes.com/2007/12/10/world/europe/10iht-10russiapress-review.html","Michael Schwirtz","2007-12-10","","542","null","International Herald Tribune","World","News","article","Russian press review: Dec. 10","Russian press review: Dec. 10"
"https://www.nytimes.com/2007/12/10/world/asia/10iht-spill.1.8666544.html","null","2007-12-10","","533","null","International Herald Tribune","World","News","article","'Enormous' damage in South Korean spill","'Enormous' damage in South Korean spill"
"https://www.nytimes.com/2007/12/10/world/europe/10iht-france.5.8680197.html","Elaine Sciolino","2007-12-10","","1034","null","International Herald Tribune","World","News","article","Libyan leader makes grand entrance in Paris","Libyan leader makes grand entrance in Paris"
"https://www.nytimes.com/2007/12/10/business/worldbusiness/10iht-testrtrleweb11.8677100.html","Victoria Shannon","2007-12-10","","757","null","International Herald Tribune","Business Day","News","article","Le Web: A conference where the social Internet has run amok","Le Web: A conference where the social Internet has run amok"
"https://www.nytimes.com/2007/12/10/world/asia/10iht-10pakistan.8662786.html","Carlotta Gall","2007-12-10","","787","null","International Herald Tribune","World","News","article","Opposition to take part in Pakistan elections","Opposition to take part in Pakistan elections"
"https://www.nytimes.com/2007/12/10/world/europe/10iht-kosovo.4.8675910.html","Dan Bilefsky","2007-12-10","","891","null","International Herald Tribune","World","News","article","Protesters mark passing of Kosovo deadline","Protesters mark passing of Kosovo deadline"
"https://www.nytimes.com/2007/12/10/technology/10iht-music.4.8678333.html","null","2007-12-10","","442","null","International Herald Tribune","Technology","News","article","Universal to expand its online reach","Universal to expand its online reach"
"https://www.nytimes.com/2007/12/10/world/asia/10iht-climate.1.8665734.html","null","2007-12-10","","524","null","International Herald Tribune","World","News","article","At Bali climate talks, U.S. and allies may limit 'road map'","At Bali climate talks, U.S. and allies may limit 'road map'"
"https://www.nytimes.com/2007/12/11/world/americas/11iht-adopt.1.8683767.html","Jane Gross","2007-12-11","","599","null","International Herald Tribune","World","News","article","U.S. to join 70 nations in standardizing adoption policies","U.S. to join 70 nations in standardizing adoption policies"
